date,target,prev_decision,GDP_diff_prev,PMI_value,Employ_diff_prev,Rsales_diff_year,Unemp_diff_prev,Inertia_diff,Hsales_diff_year,Balanced_diff
1982-10-05,-1,0,0.45619851533253863,38.8,-169.0,2.183869424168597,-0.16666666666666666,-0.019601776185457498,-15.485274775595258,0.010041027864163618
1982-11-16,-1,-1,-0.382299274214082,39.4,-228.0,2.183869424168597,-0.19999999999999987,-0.019601776185457498,-9.537495595826654,0.010041027864163618
1982-12-21,0,-1,-0.382299274214082,39.2,-198.5,2.183869424168597,-0.3333333333333333,-0.019601776185457498,-3.1162749490465793,0.010041027864163618
1983-01-14,0,0,-0.382299274214082,42.8,-68.0,2.183869424168597,-0.2333333333333337,-0.019601776185457498,-0.7744315550034856,0.010041027864163618
1983-01-21,0,0,-0.382299274214082,42.8,-68.0,2.183869424168597,-0.2333333333333337,-0.044065506107272334,-0.7744315550034856,0.010041027864163618
1983-01-28,0,0,-0.382299274214082,42.8,-68.0,2.183869424168597,-0.2333333333333337,-0.04406550610727411,-0.7744315550034856,0.010041027864163618
1983-02-09,0,0,0.039946273878294476,46.0,102.0,2.183869424168597,0.0,-0.09208877437935836,6.403611639641855,0.010041027864163618
1983-03-29,1,0,0.039946273878294476,54.4,73.0,2.183869424168597,0.13333333333333344,-0.10777715021353185,13.270609580370659,0.010041027864163618
1983-04-29,0,1,0.039946273878294476,53.9,50.0,2.183869424168597,0.16666666666666666,0.0738927917598513,20.48691315167537,0.010041027864163618
1983-05-24,1,0,1.3178475763483752,54.2,223.5,2.183869424168597,0.06666666666666703,0.026315083445568987,30.159657351344823,0.010041027864163618
1983-06-23,1,1,1.3178475763483752,56.1,277.0,2.183869424168597,0.10000000000000024,0.07296149596604007,37.717131179562756,0.010041027864163618
1983-07-13,1,1,1.3178475763483752,57.5,328.5,2.183869424168597,0.06666666666666703,0.091907778327732,44.94957446622291,0.010041027864163618
1983-08-23,0,1,2.2756124393012738,63.6,396.5,2.183869424168597,0.26666666666666633,0.3092640821691752,51.16566108648587,0.010041027864163618
1983-09-08,0,0,2.2756124393012738,63.1,54.0,2.183869424168597,0.19999999999999987,0.09392467578030761,53.90470965886777,0.010041027864163618
1983-10-04,0,0,2.2756124393012738,62.5,405.0,2.183869424168597,0.3000000000000001,0.09249473648083484,52.57934583350394,0.010041027864163618
1983-11-15,0,0,1.9990642943219665,64.4,695.5,2.183869424168597,0.19999999999999987,-0.0861251954190907,52.315612999546396,-0.07422498938993005
1983-12-20,0,0,1.9990642943219665,66.0,314.0,2.183869424168597,0.3333333333333333,-0.08927135829075628,49.91722211239221,0.056353857631657345
1984-01-31,0,0,2.086217479342563,69.9,355.0,2.183869424168597,0.29999999999999954,-0.022763335502151705,52.78090092116903,0.0538645837469387
1984-03-20,0,0,2.086217479342563,61.3,463.5,2.183869424168597,0.2333333333333334,-0.0010079373824289917,46.98483109234461,0.24161741922742763
1984-03-27,1,0,2.086217479342563,61.3,463.5,2.183869424168597,0.2333333333333334,-0.0011020075634489146,46.98483109234461,0.02691540847121976
1984-05-22,0,1,1.9547702889620848,61.0,317.5,2.183869424168597,0.09999999999999994,0.49074655257361766,35.3305141458302,0.35994614988143914
1984-07-17,1,0,1.9547702889620848,58.1,343.5,2.183869424168597,0.19999999999999987,0.25919862557927864,22.041519384453974,0.6026606230387954
